,drug_name,section,ade_type,n_manual,n_gpt,tp,fp,fn,precision,recall,f1
0,KYPROLIS,adverse reactions,all,128,84,122,6.0,0,0.953125,1.0,0.976
1,KYPROLIS,adverse reactions,exact-meddra,104,84,101,,0,,1.0,
2,KYPROLIS,adverse reactions,non-meddra,25,84,21,,38,,0.3559322033898305,
3,KYPROLIS,adverse reactions,discontinuous,3,84,2,,75,,0.025974025974025976,
4,KYPROLIS,warnings and precautions,all,65,23,53,12.0,0,0.8153846153846154,1.0,0.8983050847457628
5,KYPROLIS,warnings and precautions,exact-meddra,44,23,38,,1,,0.9743589743589743,
6,KYPROLIS,warnings and precautions,non-meddra,22,23,15,,7,,0.6818181818181818,
7,KYPROLIS,warnings and precautions,discontinuous,1,23,1,,21,,0.045454545454545456,
8,KYPROLIS,all-concat,all,158,16,86,72.0,0,0.5443037974683544,1.0,0.7049180327868853
9,KYPROLIS,all-concat,exact-meddra,119,16,67,,0,,1.0,
10,KYPROLIS,all-concat,non-meddra,40,16,19,,4,,0.8260869565217391,
11,KYPROLIS,all-concat,discontinuous,4,16,2,,14,,0.125,
12,MULTAQ,adverse reactions,all,39,27,38,1.0,0,0.9743589743589743,1.0,0.9870129870129869
13,MULTAQ,adverse reactions,exact-meddra,26,27,26,,1,,0.9629629629629629,
14,MULTAQ,adverse reactions,non-meddra,13,27,12,,13,,0.48,
15,MULTAQ,adverse reactions,discontinuous,5,27,5,,22,,0.18518518518518517,
16,MULTAQ,warnings and precautions,all,25,21,22,3.0,0,0.88,1.0,0.9361702127659575
17,MULTAQ,warnings and precautions,exact-meddra,13,21,13,,2,,0.8666666666666667,
18,MULTAQ,warnings and precautions,non-meddra,12,21,9,,7,,0.5625,
19,MULTAQ,warnings and precautions,discontinuous,3,21,3,,14,,0.17647058823529413,
20,MULTAQ,boxed warnings,all,3,4,3,0.0,1,1.0,0.75,0.8571428571428571
21,MULTAQ,boxed warnings,exact-meddra,3,4,3,,1,,0.75,
22,MULTAQ,all-concat,all,57,24,48,9.0,0,0.8421052631578947,1.0,0.9142857142857143
23,MULTAQ,all-concat,exact-meddra,32,24,30,,1,,0.967741935483871,
24,MULTAQ,all-concat,non-meddra,25,24,18,,9,,0.6666666666666666,
25,MULTAQ,all-concat,discontinuous,8,24,7,,17,,0.2916666666666667,
26,JUBLIA,adverse reactions,all,5,4,5,0.0,0,1.0,1.0,1.0
27,JUBLIA,adverse reactions,exact-meddra,3,4,3,,1,,0.75,
28,JUBLIA,adverse reactions,non-meddra,2,4,2,,3,,0.4,
29,JUBLIA,all-concat,all,5,4,5,0.0,0,1.0,1.0,1.0
30,JUBLIA,all-concat,exact-meddra,3,4,3,,1,,0.75,
31,JUBLIA,all-concat,non-meddra,2,4,2,,3,,0.4,
32,TEFLARO,adverse reactions,all,30,30,30,0.0,0,1.0,1.0,1.0
33,TEFLARO,adverse reactions,exact-meddra,26,30,26,,2,,0.9285714285714286,
34,TEFLARO,adverse reactions,non-meddra,4,30,4,,20,,0.16666666666666666,
35,TEFLARO,warnings and precautions,all,12,9,12,0.0,0,1.0,1.0,1.0
36,TEFLARO,warnings and precautions,exact-meddra,2,9,2,,7,,0.2222222222222222,
37,TEFLARO,warnings and precautions,non-meddra,10,9,10,,0,,1.0,
38,TEFLARO,warnings and precautions,negated,1,9,1,,8,,0.1111111111111111,
39,TEFLARO,warnings and precautions,discontinuous,2,9,2,,6,,0.25,
40,TEFLARO,all-concat,all,38,29,37,1.0,0,0.9736842105263158,1.0,0.9866666666666666
41,TEFLARO,all-concat,exact-meddra,27,29,27,,2,,0.9310344827586207,
42,TEFLARO,all-concat,non-meddra,11,29,10,,16,,0.38461538461538464,
43,TEFLARO,all-concat,negated,1,29,1,,28,,0.034482758620689655,
44,TEFLARO,all-concat,discontinuous,2,29,2,,24,,0.07692307692307693,
45,DATSCAN,adverse reactions,all,11,7,11,0.0,0,1.0,1.0,1.0
46,DATSCAN,adverse reactions,exact-meddra,8,7,8,,0,,1.0,
47,DATSCAN,adverse reactions,non-meddra,3,7,3,,5,,0.375,
48,DATSCAN,warnings and precautions,all,3,9,3,0.0,4,1.0,0.42857142857142855,0.6
49,DATSCAN,warnings and precautions,exact-meddra,1,9,1,,7,,0.125,
50,DATSCAN,warnings and precautions,non-meddra,2,9,2,,4,,0.3333333333333333,
51,DATSCAN,all-concat,all,12,13,12,0.0,2,1.0,0.8571428571428571,0.923076923076923
52,DATSCAN,all-concat,exact-meddra,9,13,9,,2,,0.8181818181818182,
53,DATSCAN,all-concat,non-meddra,3,13,3,,7,,0.3,
54,TIVICAY,adverse reactions,all,45,35,45,0.0,0,1.0,1.0,1.0
55,TIVICAY,adverse reactions,exact-meddra,30,35,30,,5,,0.8571428571428571,
56,TIVICAY,adverse reactions,non-meddra,15,35,15,,21,,0.4166666666666667,
57,TIVICAY,adverse reactions,discontinuous,8,35,8,,24,,0.25,
58,TIVICAY,warnings and precautions,all,29,19,22,7.0,2,0.7586206896551724,0.9166666666666666,0.830188679245283
59,TIVICAY,warnings and precautions,exact-meddra,10,19,8,,9,,0.47058823529411764,
60,TIVICAY,warnings and precautions,non-meddra,19,19,14,,5,,0.7368421052631579,
61,TIVICAY,warnings and precautions,discontinuous,2,19,2,,15,,0.11764705882352941,
62,TIVICAY,all-concat,all,71,33,41,30.0,1,0.5774647887323944,0.9761904761904762,0.7256637168141593
63,TIVICAY,all-concat,exact-meddra,37,33,31,,1,,0.96875,
64,TIVICAY,all-concat,non-meddra,34,33,10,,17,,0.37037037037037035,
65,TIVICAY,all-concat,discontinuous,10,33,3,,28,,0.0967741935483871,
66,TAFINLAR,adverse reactions,all,112,61,95,17.0,0,0.8482142857142857,1.0,0.9178743961352658
67,TAFINLAR,adverse reactions,exact-meddra,94,61,87,,3,,0.9666666666666667,
68,TAFINLAR,adverse reactions,non-meddra,18,61,8,,48,,0.14285714285714285,
69,TAFINLAR,warnings and precautions,all,63,15,41,22.0,0,0.6507936507936508,1.0,0.7884615384615385
70,TAFINLAR,warnings and precautions,exact-meddra,28,15,20,,1,,0.9523809523809523,
71,TAFINLAR,warnings and precautions,non-meddra,35,15,21,,2,,0.9130434782608695,
72,TAFINLAR,warnings and precautions,discontinuous,2,15,2,,11,,0.15384615384615385,
73,TAFINLAR,all-concat,all,158,11,61,97.0,0,0.3860759493670886,1.0,0.5570776255707762
74,TAFINLAR,all-concat,exact-meddra,110,11,44,,1,,0.9777777777777777,
75,TAFINLAR,all-concat,non-meddra,48,11,17,,2,,0.8947368421052632,
76,TAFINLAR,all-concat,discontinuous,2,11,2,,8,,0.2,
77,HORIZANT,adverse reactions,all,27,27,26,1.0,0,0.9629629629629629,1.0,0.9811320754716981
78,HORIZANT,adverse reactions,exact-meddra,26,27,25,,0,,1.0,
79,HORIZANT,adverse reactions,non-meddra,1,27,1,,25,,0.038461538461538464,
80,HORIZANT,warnings and precautions,all,40,9,18,22.0,0,0.45,1.0,0.6206896551724138
81,HORIZANT,warnings and precautions,exact-meddra,17,9,9,,1,,0.9,
82,HORIZANT,warnings and precautions,non-meddra,23,9,9,,3,,0.75,
83,HORIZANT,warnings and precautions,negated,2,9,1,,6,,0.14285714285714285,
84,HORIZANT,warnings and precautions,discontinuous,12,9,3,,7,,0.3,
85,HORIZANT,all-concat,all,62,25,39,23.0,0,0.6290322580645161,1.0,0.7722772277227723
