,drug_name,section,ade_type,n_manual,n_gpt,tp,fp,fn,precision,recall,f1
0,KYPROLIS,adverse reactions,all,128,86,122,6.0,0,0.953125,1.0,0.976
1,KYPROLIS,adverse reactions,exact-meddra,104,86,101,,0,,1.0,
2,KYPROLIS,adverse reactions,non-meddra,25,86,21,,39,,0.35,
3,KYPROLIS,adverse reactions,discontinuous,3,86,2,,77,,0.02531645569620253,
4,KYPROLIS,warnings and precautions,all,65,23,53,12.0,0,0.8153846153846154,1.0,0.8983050847457628
5,KYPROLIS,warnings and precautions,exact-meddra,44,23,38,,1,,0.9743589743589743,
6,KYPROLIS,warnings and precautions,non-meddra,22,23,15,,7,,0.6818181818181818,
7,KYPROLIS,warnings and precautions,discontinuous,1,23,1,,21,,0.045454545454545456,
8,KYPROLIS,all-concat,all,158,16,86,72.0,0,0.5443037974683544,1.0,0.7049180327868853
9,KYPROLIS,all-concat,exact-meddra,119,16,67,,0,,1.0,
10,KYPROLIS,all-concat,non-meddra,40,16,19,,4,,0.8260869565217391,
11,KYPROLIS,all-concat,discontinuous,4,16,2,,14,,0.125,
12,MULTAQ,adverse reactions,all,39,26,38,1.0,0,0.9743589743589743,1.0,0.9870129870129869
13,MULTAQ,adverse reactions,exact-meddra,26,26,26,,1,,0.9629629629629629,
14,MULTAQ,adverse reactions,non-meddra,13,26,12,,13,,0.48,
15,MULTAQ,adverse reactions,discontinuous,5,26,5,,22,,0.18518518518518517,
16,MULTAQ,warnings and precautions,all,25,21,22,3.0,0,0.88,1.0,0.9361702127659575
17,MULTAQ,warnings and precautions,exact-meddra,13,21,13,,2,,0.8666666666666667,
18,MULTAQ,warnings and precautions,non-meddra,12,21,9,,7,,0.5625,
19,MULTAQ,warnings and precautions,discontinuous,3,21,3,,14,,0.17647058823529413,
20,MULTAQ,boxed warnings,all,3,3,3,0.0,0,1.0,1.0,1.0
21,MULTAQ,boxed warnings,exact-meddra,3,3,3,,0,,1.0,
22,MULTAQ,all-concat,all,57,12,31,26.0,0,0.543859649122807,1.0,0.7045454545454546
23,MULTAQ,all-concat,exact-meddra,32,12,20,,1,,0.9523809523809523,
24,MULTAQ,all-concat,non-meddra,25,12,11,,6,,0.6470588235294118,
25,MULTAQ,all-concat,discontinuous,8,12,3,,10,,0.23076923076923078,
26,JUBLIA,adverse reactions,all,5,4,5,0.0,0,1.0,1.0,1.0
27,JUBLIA,adverse reactions,exact-meddra,3,4,3,,1,,0.75,
28,JUBLIA,adverse reactions,non-meddra,2,4,2,,3,,0.4,
29,JUBLIA,all-concat,all,5,4,5,0.0,0,1.0,1.0,1.0
30,JUBLIA,all-concat,exact-meddra,3,4,3,,1,,0.75,
31,JUBLIA,all-concat,non-meddra,2,4,2,,3,,0.4,
32,TEFLARO,adverse reactions,all,30,30,30,0.0,0,1.0,1.0,1.0
33,TEFLARO,adverse reactions,exact-meddra,26,30,26,,2,,0.9285714285714286,
34,TEFLARO,adverse reactions,non-meddra,4,30,4,,20,,0.16666666666666666,
35,TEFLARO,warnings and precautions,all,12,9,12,0.0,0,1.0,1.0,1.0
36,TEFLARO,warnings and precautions,exact-meddra,2,9,2,,7,,0.2222222222222222,
37,TEFLARO,warnings and precautions,non-meddra,10,9,10,,0,,1.0,
38,TEFLARO,warnings and precautions,negated,1,9,1,,8,,0.1111111111111111,
39,TEFLARO,warnings and precautions,discontinuous,2,9,2,,6,,0.25,
40,TEFLARO,all-concat,all,38,30,37,1.0,0,0.9736842105263158,1.0,0.9866666666666666
41,TEFLARO,all-concat,exact-meddra,27,30,27,,2,,0.9310344827586207,
42,TEFLARO,all-concat,non-meddra,11,30,10,,16,,0.38461538461538464,
43,TEFLARO,all-concat,negated,1,30,1,,29,,0.03333333333333333,
44,TEFLARO,all-concat,discontinuous,2,30,2,,25,,0.07407407407407407,
45,DATSCAN,adverse reactions,all,11,7,11,0.0,0,1.0,1.0,1.0
46,DATSCAN,adverse reactions,exact-meddra,8,7,8,,0,,1.0,
47,DATSCAN,adverse reactions,non-meddra,3,7,3,,5,,0.375,
48,DATSCAN,warnings and precautions,all,3,5,3,0.0,1,1.0,0.75,0.8571428571428571
49,DATSCAN,warnings and precautions,exact-meddra,1,5,1,,3,,0.25,
50,DATSCAN,warnings and precautions,non-meddra,2,5,2,,1,,0.6666666666666666,
