,drug_name,section,ade_type,n_manual,n_gpt,tp,fp,fn,precision,recall,f1
0,KYPROLIS,adverse reactions,all,128,16,15.0,1.0,113.0,0.9375,0.1171875,0.20833333333333334
1,KYPROLIS,adverse reactions,exact-meddra,104,16,12.0,,92.0,,0.11538461538461539,
2,KYPROLIS,adverse reactions,non-meddra,25,16,3.0,,22.0,,0.12,
3,KYPROLIS,adverse reactions,negated,0,16,0.0,,0.0,,,
4,KYPROLIS,adverse reactions,discontinuous,3,16,0.0,,3.0,,0.0,
5,KYPROLIS,warnings and precautions,all,65,22,22.0,0.0,43.0,1.0,0.3384615384615385,0.5057471264367815
6,KYPROLIS,warnings and precautions,exact-meddra,44,22,18.0,,26.0,,0.4090909090909091,
7,KYPROLIS,warnings and precautions,non-meddra,22,22,4.0,,18.0,,0.18181818181818182,
8,KYPROLIS,warnings and precautions,negated,0,22,0.0,,0.0,,,
9,KYPROLIS,warnings and precautions,discontinuous,1,22,0.0,,1.0,,0.0,
10,KYPROLIS,boxed warnings,all,0,0,,,,,,
11,KYPROLIS,boxed warnings,exact-meddra,0,0,,,,,,
12,KYPROLIS,boxed warnings,non-meddra,0,0,,,,,,
13,KYPROLIS,boxed warnings,negated,0,0,,,,,,
14,KYPROLIS,boxed warnings,discontinuous,0,0,,,,,,
15,KYPROLIS,all-concat,all,158,16,16.0,0.0,142.0,1.0,0.10126582278481013,0.18390804597701146
16,KYPROLIS,all-concat,exact-meddra,119,16,13.0,,106.0,,0.1092436974789916,
17,KYPROLIS,all-concat,non-meddra,40,16,3.0,,37.0,,0.075,
18,KYPROLIS,all-concat,negated,0,16,0.0,,0.0,,,
19,KYPROLIS,all-concat,discontinuous,4,16,0.0,,4.0,,0.0,
20,MULTAQ,adverse reactions,all,39,27,27.0,0.0,12.0,1.0,0.6923076923076923,0.8181818181818181
21,MULTAQ,adverse reactions,exact-meddra,26,27,24.0,,2.0,,0.9230769230769231,
22,MULTAQ,adverse reactions,non-meddra,13,27,3.0,,10.0,,0.23076923076923078,
23,MULTAQ,adverse reactions,negated,0,27,0.0,,0.0,,,
24,MULTAQ,adverse reactions,discontinuous,5,27,0.0,,5.0,,0.0,
25,MULTAQ,warnings and precautions,all,24,19,13.0,6.0,11.0,0.6842105263157895,0.5416666666666666,0.6046511627906976
26,MULTAQ,warnings and precautions,exact-meddra,13,19,11.0,,2.0,,0.8461538461538461,
27,MULTAQ,warnings and precautions,non-meddra,11,19,2.0,,9.0,,0.18181818181818182,
28,MULTAQ,warnings and precautions,negated,0,19,0.0,,0.0,,,
29,MULTAQ,warnings and precautions,discontinuous,3,19,1.0,,2.0,,0.3333333333333333,
30,MULTAQ,boxed warnings,all,3,3,3.0,0.0,0.0,1.0,1.0,1.0
31,MULTAQ,boxed warnings,exact-meddra,3,3,3.0,,0.0,,1.0,
32,MULTAQ,boxed warnings,non-meddra,0,3,0.0,,0.0,,,
33,MULTAQ,boxed warnings,negated,0,3,0.0,,0.0,,,
34,MULTAQ,boxed warnings,discontinuous,0,3,0.0,,0.0,,,
35,MULTAQ,all-concat,all,56,30,29.0,1.0,27.0,0.9666666666666667,0.5178571428571429,0.6744186046511628
36,MULTAQ,all-concat,exact-meddra,32,30,26.0,,6.0,,0.8125,
37,MULTAQ,all-concat,non-meddra,24,30,3.0,,21.0,,0.125,
38,MULTAQ,all-concat,negated,0,30,0.0,,0.0,,,
39,MULTAQ,all-concat,discontinuous,8,30,0.0,,8.0,,0.0,
40,JUBLIA,adverse reactions,all,5,4,4.0,0.0,1.0,1.0,0.8,0.888888888888889
41,JUBLIA,adverse reactions,exact-meddra,3,4,3.0,,0.0,,1.0,
42,JUBLIA,adverse reactions,non-meddra,2,4,1.0,,1.0,,0.5,
43,JUBLIA,adverse reactions,negated,0,4,0.0,,0.0,,,
